model_nm,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,rpt_dt,sales_through_dt
ENCORE GX 9BUB                ,6,13,1,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
ENCORE G1UB                   ,6,21,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
ENVISION E2UB                 ,4,4,1,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
EQUINOX D2UC                  ,194,331,61,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
ESCALADE ESV T1YLF            ,10,7,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
ESCALADE T1ULF                ,7,7,-2,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
EXPRESS VAN 610               ,532,693,131,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
LCF DSL-JP I-700N             ,8,22,5,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
LCF GAS-US I-700N             ,129,118,18,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
LCF 6500XD I-700N             ,0,1,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
MALIBU E2SC                   ,84,54,5,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SAVANA VAN 610                ,57,88,10,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SIERRA T1CGF LD CREW          ,368,402,60,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SIERRA T1CGH HD CREW          ,229,333,72,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SIERRA T1EGF LD DBL           ,90,109,11,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SIERRA T1EGH HD DBL           ,35,104,22,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SIERRA T1RGF LD REG           ,54,71,9,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SIERRA T1RGH HD REG           ,39,73,7,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SILVERADO T1CCF LD CREW       ,1075,1356,256,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SILVERADO T1CCH HD CREW       ,490,666,127,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SILVERADO T1ECF LD DBL        ,48,158,34,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SILVERADO T1ECH HD DBL        ,118,199,61,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SILVERADO T1RCF LD REG        ,29,64,26,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SILVERADO T1RCH HD REG        ,165,185,31,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SILVERADO 4500/5500           ,200,255,41,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SPARK M2JC                    ,1,0,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
SUBURBAN T1YCF                ,40,52,15,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
TAHOE T1UCF                   ,89,112,11,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
TERRAIN D2UG                  ,73,76,24,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
TRAILBLAZER 9BYC              ,-10,4,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
TRAVERSE C1YC                 ,103,86,9,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
TRAX-K G1UC                   ,19,44,4,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
XT4 E2UL                      ,0,3,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
XT5 C1UL                      ,12,6,7,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
XT6 C1TL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
YUKON T1UGF                   ,62,48,17,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
YUKON XL T1YGF                ,57,44,3,0,0,0,0,0,0,0,0,0,3/8/2022,3/7/2022
ACADIA C1UG                   ,8,1,2,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
BLAZER C1UC                   ,23,27,3,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
BOLT C110                     ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
BOLT EUV C121                 ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
CAMARO A1AC CONV              ,0,2,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
CAMARO A1BC COUPE             ,1,1,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
CANYON 31XGN                  ,48,44,5,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
COLORADO 31XCN                ,282,206,46,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
CORVETTE Y200                 ,3,1,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
CT4 A2SL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
CT5 A2LL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
ENCLAVE C1YB                  ,1,15,4,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
ENCORE GX 9BUB                ,6,13,1,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
ENCORE G1UB                   ,6,21,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
ENVISION E2UB                 ,4,4,1,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
EQUINOX D2UC                  ,194,331,74,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
ESCALADE ESV T1YLF            ,10,7,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
ESCALADE T1ULF                ,7,7,-2,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
EXPRESS VAN 610               ,532,692,138,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
LCF DSL-JP I-700N             ,8,21,6,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
LCF GAS-US I-700N             ,129,118,21,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
LCF 6500XD I-700N             ,0,1,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
MALIBU E2SC                   ,84,54,10,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SAVANA VAN 610                ,57,88,11,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SIERRA T1CGF LD CREW          ,368,402,71,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SIERRA T1CGH HD CREW          ,229,333,84,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SIERRA T1EGF LD DBL           ,90,109,11,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SIERRA T1EGH HD DBL           ,35,104,26,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SIERRA T1RGF LD REG           ,54,71,10,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SIERRA T1RGH HD REG           ,39,73,10,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SILVERADO T1CCF LD CREW       ,1075,1356,296,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SILVERADO T1CCH HD CREW       ,490,667,154,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SILVERADO T1ECF LD DBL        ,48,158,45,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SILVERADO T1ECH HD DBL        ,118,199,70,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SILVERADO T1RCF LD REG        ,29,64,28,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SILVERADO T1RCH HD REG        ,165,185,40,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SILVERADO 4500/5500           ,200,255,49,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SPARK M2JC                    ,1,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
SUBURBAN T1YCF                ,40,52,19,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
TAHOE T1UCF                   ,89,112,17,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
TERRAIN D2UG                  ,73,76,24,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
TRAILBLAZER 9BYC              ,-10,4,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
TRAVERSE C1YC                 ,103,86,10,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
TRAX-K G1UC                   ,19,44,4,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
XT4 E2UL                      ,0,3,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
XT5 C1UL                      ,12,6,7,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
XT6 C1TL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
YUKON T1UGF                   ,62,46,18,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
YUKON XL T1YGF                ,57,44,5,0,0,0,0,0,0,0,0,0,3/9/2022,3/8/2022
ACADIA C1UG                   ,8,1,3,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
BLAZER C1UC                   ,23,27,3,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
BOLT C110                     ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
BOLT EUV C121                 ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
CAMARO A1AC CONV              ,0,2,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
CAMARO A1BC COUPE             ,1,1,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
CANYON 31XGN                  ,48,44,5,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
COLORADO 31XCN                ,282,206,58,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
CORVETTE Y200                 ,3,1,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
CT4 A2SL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
CT5 A2LL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
ENCLAVE C1YB                  ,1,15,4,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
ENCORE GX 9BUB                ,6,13,1,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
ENCORE G1UB                   ,6,21,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
ENVISION E2UB                 ,4,4,1,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
EQUINOX D2UC                  ,194,331,89,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
ESCALADE ESV T1YLF            ,10,7,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
ESCALADE T1ULF                ,7,7,-2,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
EXPRESS VAN 610               ,532,692,157,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
LCF DSL-JP I-700N             ,8,21,6,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
LCF GAS-US I-700N             ,129,117,27,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
LCF 6500XD I-700N             ,0,1,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
MALIBU E2SC                   ,84,54,11,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SAVANA VAN 610                ,57,88,13,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SIERRA T1CGF LD CREW          ,368,401,79,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SIERRA T1CGH HD CREW          ,229,333,91,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SIERRA T1EGF LD DBL           ,90,109,13,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SIERRA T1EGH HD DBL           ,35,104,28,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SIERRA T1RGF LD REG           ,54,71,10,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SIERRA T1RGH HD REG           ,39,73,11,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SILVERADO T1CCF LD CREW       ,1075,1356,333,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SILVERADO T1CCH HD CREW       ,490,667,183,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SILVERADO T1ECF LD DBL        ,48,158,53,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SILVERADO T1ECH HD DBL        ,118,199,78,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SILVERADO T1RCF LD REG        ,29,64,31,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SILVERADO T1RCH HD REG        ,166,187,46,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SILVERADO 4500/5500           ,200,255,58,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SPARK M2JC                    ,1,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
SUBURBAN T1YCF                ,40,52,20,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
TAHOE T1UCF                   ,89,112,21,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
TERRAIN D2UG                  ,73,76,25,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
TRAILBLAZER 9BYC              ,-10,4,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
TRAVERSE C1YC                 ,103,86,13,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
TRAX-K G1UC                   ,19,44,4,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
XT4 E2UL                      ,0,3,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
XT5 C1UL                      ,12,6,19,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
XT6 C1TL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
YUKON T1UGF                   ,61,46,25,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
YUKON XL T1YGF                ,57,44,7,0,0,0,0,0,0,0,0,0,3/10/2022,3/9/2022
ACADIA C1UG                   ,8,1,3,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
BLAZER C1UC                   ,23,27,5,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
BOLT C110                     ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
BOLT EUV C121                 ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
CAMARO A1AC CONV              ,0,2,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
CAMARO A1BC COUPE             ,1,1,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
CANYON 31XGN                  ,48,44,7,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
COLORADO 31XCN                ,282,206,65,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
CORVETTE Y200                 ,3,1,1,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
CT4 A2SL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
CT5 A2LL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
ENCLAVE C1YB                  ,1,15,6,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
ENCORE GX 9BUB                ,6,13,4,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
ENCORE G1UB                   ,6,21,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
ENVISION E2UB                 ,4,4,8,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
EQUINOX D2UC                  ,193,330,115,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
ESCALADE ESV T1YLF            ,10,7,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
ESCALADE T1ULF                ,7,7,-1,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
EXPRESS VAN 610               ,532,692,192,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
LCF DSL-JP I-700N             ,8,21,6,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
LCF GAS-US I-700N             ,129,117,29,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
LCF 6500XD I-700N             ,0,1,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
MALIBU E2SC                   ,84,54,11,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SAVANA VAN 610                ,57,88,17,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SIERRA T1CGF LD CREW          ,368,401,85,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SIERRA T1CGH HD CREW          ,229,333,104,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SIERRA T1EGF LD DBL           ,90,109,16,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SIERRA T1EGH HD DBL           ,35,104,33,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SIERRA T1RGF LD REG           ,54,71,13,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SIERRA T1RGH HD REG           ,39,73,16,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SILVERADO T1CCF LD CREW       ,1075,1356,378,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SILVERADO T1CCH HD CREW       ,490,667,219,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SILVERADO T1ECF LD DBL        ,48,158,65,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SILVERADO T1ECH HD DBL        ,118,199,88,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SILVERADO T1RCF LD REG        ,29,64,37,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SILVERADO T1RCH HD REG        ,166,187,52,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SILVERADO 4500/5500           ,200,255,74,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SPARK M2JC                    ,1,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
SUBURBAN T1YCF                ,40,52,25,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
TAHOE T1UCF                   ,89,112,21,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
TERRAIN D2UG                  ,73,76,29,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
TRAILBLAZER 9BYC              ,-10,4,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
TRAVERSE C1YC                 ,103,86,16,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
TRAX-K G1UC                   ,19,44,6,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
XT4 E2UL                      ,0,3,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
XT5 C1UL                      ,12,6,19,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
XT6 C1TL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
YUKON T1UGF                   ,61,46,27,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
YUKON XL T1YGF                ,57,44,10,0,0,0,0,0,0,0,0,0,3/11/2022,3/10/2022
ACADIA C1UG                   ,8,1,2,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
BLAZER C1UC                   ,23,27,5,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
BOLT C110                     ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
BOLT EUV C121                 ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
CAMARO A1AC CONV              ,0,2,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
CAMARO A1BC COUPE             ,1,1,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
CANYON 31XGN                  ,48,44,9,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
COLORADO 31XCN                ,282,206,71,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
CORVETTE Y200                 ,3,1,1,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
CT4 A2SL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
CT5 A2LL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
ENCLAVE C1YB                  ,1,15,7,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
ENCORE GX 9BUB                ,6,13,10,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
ENCORE G1UB                   ,6,21,1,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
ENVISION E2UB                 ,4,4,8,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
EQUINOX D2UC                  ,193,330,133,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
ESCALADE ESV T1YLF            ,10,7,1,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
ESCALADE T1ULF                ,7,7,-3,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
EXPRESS VAN 610               ,532,692,198,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
LCF DSL-JP I-700N             ,8,21,7,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
LCF GAS-US I-700N             ,129,117,33,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
LCF 6500XD I-700N             ,0,1,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
MALIBU E2SC                   ,84,54,12,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
PICKUP-E BEV BT1FG            ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SAVANA VAN 610                ,57,88,20,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SIERRA T1CGF LD CREW          ,368,400,91,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SIERRA T1CGH HD CREW          ,229,334,121,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SIERRA T1EGF LD DBL           ,90,109,23,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SIERRA T1EGH HD DBL           ,35,104,40,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SIERRA T1RGF LD REG           ,54,71,15,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SIERRA T1RGH HD REG           ,39,73,18,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SILVERADO T1CCF LD CREW       ,1075,1355,429,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SILVERADO T1CCH HD CREW       ,490,666,256,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SILVERADO T1ECF LD DBL        ,48,158,84,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SILVERADO T1ECH HD DBL        ,118,199,99,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SILVERADO T1RCF LD REG        ,29,64,46,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SILVERADO T1RCH HD REG        ,166,187,66,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SILVERADO 4500/5500           ,200,254,84,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SPARK M2JC                    ,1,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
SUBURBAN T1YCF                ,40,52,27,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
TAHOE T1UCF                   ,89,112,23,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
TERRAIN D2UG                  ,73,76,33,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
TRAILBLAZER 9BYC              ,-10,4,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
TRAVERSE C1YC                 ,103,86,22,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
TRAX-K G1UC                   ,19,44,6,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
XT4 E2UL                      ,0,3,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
XT5 C1UL                      ,12,6,19,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
XT6 C1TL                      ,0,2,0,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
YUKON T1UGF                   ,61,46,28,0,0,0,0,0,0,0,0,0,3/12/2022,3/11/2022
