"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP_RNV"|"DSC_OPR_REG"|QTY_LIC_DAY
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Rio de janeiro"|27
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|260
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|178
"BRAZIL"|"2023-11-07"|"11"|"TRUCKS"|"Rio de janeiro"|13
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Interior mg"|201
"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Interior paulista b"|67
"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Sao paulo"|406
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Rio de janeiro"|302
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|234
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Centro oeste"|700
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Interior mg"|24
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Interior paulista a"|17
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Porto alegre"|445
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|157
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|283
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|141
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Centro oeste"|395
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|123
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Interior paulista a"|807
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Brasilia"|4
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Parana"|500
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Recife"|40
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Sao paulo"|80
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Belem"|310
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Interior paulista a"|99
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Interior mg"|245
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Sao paulo"|75
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|166
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|344
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Rio de janeiro"|284
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|51
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Brasilia"|269
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|148
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Belem"|252
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Interior mg"|72
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Belo horizonte"|7226
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Recife"|102
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|216
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Fortaleza"|216
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Rio de janeiro"|22
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|97
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|253
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Belo horizonte"|1738
"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Brasilia"|189
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|188
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|14
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Santa catarina"|48
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Sao paulo"|277
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Porto alegre"|37
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Sao paulo"|90
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Belem"|146
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Santa catarina"|23
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Centro oeste"|24
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Centro oeste"|72
"BRAZIL"|"2023-11-12"|"11"|"TRUCKS"|"Centro oeste"|1
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Belem"|313
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Belem"|70
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|40
"BRAZIL"|"2023-11-24"|"11"|"BUS"|"Porto alegre"|2
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Rio de janeiro"|17
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Parana"|144
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Espirito santo"|81
"BRAZIL"|"2023-11-01"|"11"|"BUS"|"Parana"|3
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|172
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|72
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Santa catarina"|82
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Belo horizonte"|21
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|60
"BRAZIL"|"2023-11-17"|"11"|"TRUCKS"|"Centro oeste"|52
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Interior paulista b"|21
"BRAZIL"|"2023-11-02"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|2
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|109
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Sao paulo"|48
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Espirito santo"|18
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Espirito santo"|86
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Belo horizonte"|13
"BRAZIL"|"2023-11-16"|"11"|"BUS"|"Interior paulista b"|5
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Santa catarina"|32
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Belem"|24
"BRAZIL"|"2023-11-23"|"11"|"BUS"|"Interior paulista b"|2
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Interior mg"|29
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Recife"|46
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Interior paulista b"|29
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Belem"|37
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Belem"|7
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Interior paulista a"|33
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Interior mg"|36
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Sao paulo"|1
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Interior paulista a"|86
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Interior mg"|26
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Interior paulista b"|30
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|56
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Espirito santo"|26
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Interior paulista b"|22
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Brasilia"|8
"BRAZIL"|"2023-11-24"|"11"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Interior paulista a"|13
"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Parana"|13
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Santa catarina"|7
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Porto alegre"|53
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Belem"|28
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Espirito santo"|5
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Sao paulo"|18
"BRAZIL"|"2023-11-24"|"11"|"BUS"|"Interior paulista a"|11
"BRAZIL"|"2023-11-17"|"11"|"TRUCKS"|"Interior mg"|33
"BRAZIL"|"2023-11-12"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|5
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Espirito santo"|5
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Fortaleza"|7
"BRAZIL"|"2023-11-26"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|1
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Belem"|24
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Fortaleza"|2
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Belem"|4
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Espirito santo"|10
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Interior paulista b"|7
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Interior mg"|5
"BRAZIL"|"2023-11-28"|"11"|"BUS"|"Belem"|7
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Espirito santo"|2
"BRAZIL"|"2023-11-06"|"11"|"BUS"|"Interior paulista a"|6
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Sao paulo"|2
"BRAZIL"|"2023-11-13"|"11"|"BUS"|"Interior paulista a"|3
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Interior paulista b"|9
"BRAZIL"|"2023-11-28"|"11"|"BUS"|"Recife"|2
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Brasilia"|4
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Santa catarina"|14
"BRAZIL"|"2023-11-24"|"11"|"BUS"|"Belo horizonte"|5
"BRAZIL"|"2023-11-14"|"11"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-11-01"|"11"|"BUS"|"Porto alegre"|1
"BRAZIL"|"2023-11-14"|"11"|"BUS"|"Interior paulista b"|3
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Brasilia"|2
"BRAZIL"|"2023-11-19"|"11"|"PASSENGER"|"Parana"|2
"BRAZIL"|"2023-11-04"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|2
"BRAZIL"|"2023-11-11"|"11"|"LIGHT COMMERCIAL"|"Recife"|1
"BRAZIL"|"2023-12-09"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|7
"BRAZIL"|"2023-12-09"|"12"|"LIGHT COMMERCIAL"|"Parana"|1
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Porto alegre"|424
"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|33
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Porto alegre"|47
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Interior paulista b"|30
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Belo horizonte"|20
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Recife"|37
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Rio de janeiro"|9
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|100
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|128
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Belem"|3
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Porto alegre"|22
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|268
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|94
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Brasilia"|231
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|141
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Rio de janeiro"|23
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Espirito santo"|20
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Parana"|40
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Santa catarina"|430
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Recife"|35
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|56
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|33
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Brasilia"|245
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Interior paulista a"|703
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|105
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Fortaleza"|188
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Rio de janeiro"|307
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Belem"|319
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Belem"|24
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|30
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Interior paulista b"|14
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Centro oeste"|32
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Recife"|23
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|36
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Brasilia"|2
"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Belo horizonte"|12
"BRAZIL"|"2023-12-14"|"12"|"BUS"|"Belem"|5
"BRAZIL"|"2023-12-10"|"12"|"PASSENGER"|"Santa catarina"|1
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Espirito santo"|14
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Porto alegre"|36
"BRAZIL"|"2023-12-08"|"12"|"BUS"|"Santa catarina"|6
"BRAZIL"|"2023-12-08"|"12"|"BUS"|"Porto alegre"|5
"BRAZIL"|"2023-12-14"|"12"|"BUS"|"Fortaleza"|1
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Centro oeste"|4
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Brasilia"|195
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|102
"BRAZIL"|"2023-12-01"|"12"|"TRUCKS"|"Recife"|75
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|58
"BRAZIL"|"2023-12-01"|"12"|"TRUCKS"|"Interior paulista a"|36
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|330
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Belem"|284
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|68
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Parana"|30
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|123
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Interior paulista a"|45
"BRAZIL"|"2023-12-03"|"12"|"LIGHT COMMERCIAL"|"Recife"|2
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Fortaleza"|4
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Centro oeste"|3
"BRAZIL"|"2023-12-11"|"12"|"BUS"|"Rio de janeiro"|16
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Porto alegre"|1
"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Brasilia"|76
"BRAZIL"|"2023-12-02"|"12"|"TRUCKS"|"Interior paulista b"|6
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Brasilia"|1
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Fortaleza"|2
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Santa catarina"|2
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Brasilia"|2
"BRAZIL"|"2023-11-19"|"11"|"LIGHT COMMERCIAL"|"Parana"|1
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Fortaleza"|58
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Sao paulo"|2168
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Brasilia"|234
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Centro oeste"|596
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Espirito santo"|197
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Sao paulo"|441
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Brasilia"|504
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior paulista a"|620
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|124
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Fortaleza"|255
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Brasilia"|266
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|50
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Santa catarina"|41
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Interior mg"|13
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Parana"|3
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Porto alegre"|1
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Santa catarina"|633
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Parana"|24
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Belem"|181
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|226
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Espirito santo"|123
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Brasilia"|207
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Santa catarina"|315
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Santa catarina"|264
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Parana"|84
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|290
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Parana"|330
"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Belem"|357
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Espirito santo"|8
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|89
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Sao paulo"|2303
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|132
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Espirito santo"|13
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|155
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Recife"|238
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Interior paulista b"|336
"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Recife"|740
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Recife"|858
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Parana"|120
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Brasilia"|250
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|109
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|70
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Recife"|240
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Recife"|321
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Parana"|322
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|77
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Recife"|280
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|126
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|42
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|228
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Belo horizonte"|20
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|75
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Belem"|36
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Recife"|234
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|122
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|259
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|71
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|106
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Sao paulo"|1768
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|167
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Santa catarina"|563
"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Sao paulo"|327
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Belo horizonte"|1197
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|38
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|87
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Brasilia"|27
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Interior paulista b"|22
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Espirito santo"|118
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|233
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Belem"|298
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Interior paulista a"|332
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Espirito santo"|72
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|127
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Rio de janeiro"|280
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Brasilia"|194
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Parana"|718
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|60
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|58
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Brasilia"|272
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Brasilia"|12
"BRAZIL"|"2023-11-27"|"11"|"BUS"|"Recife"|11
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Porto alegre"|42
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|278
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|249
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Belo horizonte"|37
"BRAZIL"|"2023-11-07"|"11"|"TRUCKS"|"Recife"|54
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|55
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|185
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|143
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|248
"BRAZIL"|"2023-11-02"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|3
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Interior paulista b"|32
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Centro oeste"|41
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Recife"|12
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|278
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Interior paulista b"|20
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|210
"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Interior paulista b"|68
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Parana"|226
"BRAZIL"|"2023-11-27"|"11"|"BUS"|"Interior paulista a"|3
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|316
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Parana"|54
"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Interior paulista a"|147
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Fortaleza"|18
"BRAZIL"|"2023-11-30"|"11"|"BUS"|"Belo horizonte"|7
"BRAZIL"|"2023-11-07"|"11"|"TRUCKS"|"Brasilia"|3
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Interior paulista a"|6
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|39
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Rio de janeiro"|36
"BRAZIL"|"2023-11-02"|"11"|"PASSENGER"|"Espirito santo"|2
"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Recife"|7
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Sao paulo"|41
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Interior paulista a"|61
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Espirito santo"|30
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Recife"|44
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|102
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Interior paulista b"|15
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Santa catarina"|25
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|15
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Recife"|45
