"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP_RNV"|"DSC_OPR_REG"|QTY_LIC_DAY
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Belo horizonte"|2
"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Centro oeste"|11
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|22
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Espirito santo"|8
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Belem"|8
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Brasilia"|3
"BRAZIL"|"2023-11-11"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|10
"BRAZIL"|"2023-11-28"|"11"|"BUS"|"Rio de janeiro"|42
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Porto alegre"|6
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|4
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Brasilia"|10
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Rio de janeiro"|22
"BRAZIL"|"2023-11-18"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|1
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Interior mg"|13
"BRAZIL"|"2023-11-15"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|5
"BRAZIL"|"2023-11-26"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|2
"BRAZIL"|"2023-11-06"|"11"|"BUS"|"Parana"|20
"BRAZIL"|"2023-11-26"|"11"|"PASSENGER"|"Belem"|1
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Brasilia"|8
"BRAZIL"|"2023-11-17"|"11"|"TRUCKS"|"Fortaleza"|9
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Porto alegre"|1
"BRAZIL"|"2023-11-13"|"11"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-11-28"|"11"|"BUS"|"Interior paulista b"|4
"BRAZIL"|"2023-11-26"|"11"|"PASSENGER"|"Parana"|1
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Interior paulista a"|1
"BRAZIL"|"2023-11-18"|"11"|"TRUCKS"|"Porto alegre"|3
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Belem"|2
"BRAZIL"|"2023-11-04"|"11"|"LIGHT COMMERCIAL"|"Recife"|3
"BRAZIL"|"2023-11-02"|"11"|"LIGHT COMMERCIAL"|"Parana"|1
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Interior mg"|3
"BRAZIL"|"2023-11-05"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|3
"BRAZIL"|"2023-11-04"|"11"|"LIGHT COMMERCIAL"|"Belem"|2
"BRAZIL"|"2023-11-01"|"11"|"BUS"|"Sao paulo"|11
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Espirito santo"|109
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Fortaleza"|233
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Sao paulo"|4019
"BRAZIL"|"2023-12-05"|"12"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-12-05"|"12"|"BUS"|"Sao paulo"|6
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|96
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Recife"|718
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Interior paulista b"|265
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Fortaleza"|218
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|107
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|173
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Porto alegre"|33
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|115
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Rio de janeiro"|195
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Belem"|293
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|368
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Interior paulista b"|23
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Fortaleza"|10
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Interior mg"|24
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Centro oeste"|53
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Rio de janeiro"|10
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|37
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|73
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Interior paulista b"|26
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Belem"|12
"BRAZIL"|"2023-12-08"|"12"|"BUS"|"Rio de janeiro"|19
"BRAZIL"|"2023-12-14"|"12"|"BUS"|"Interior paulista a"|6
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Rio de janeiro"|11
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Santa catarina"|3
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Rio de janeiro"|12
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Porto alegre"|8
"BRAZIL"|"2023-12-12"|"12"|"BUS"|"Recife"|2
"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|137
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Porto alegre"|72
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Centro oeste"|34
"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|372
"BRAZIL"|"2023-12-01"|"12"|"TRUCKS"|"Interior mg"|25
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Centro oeste"|422
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Belem"|158
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Rio de janeiro"|302
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Parana"|445
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|124
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Rio de janeiro"|376
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Parana"|433
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Parana"|119
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior paulista a"|371
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Belo horizonte"|42
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Brasilia"|421
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior paulista b"|293
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|105
"BRAZIL"|"2023-12-04"|"12"|"BUS"|"Sao paulo"|4
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|44
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Recife"|33
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Sao paulo"|22
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Recife"|7
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Brasilia"|5
"BRAZIL"|"2023-12-11"|"12"|"BUS"|"Brasilia"|5
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Belo horizonte"|18
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Interior paulista b"|1
"BRAZIL"|"2023-12-04"|"12"|"BUS"|"Interior paulista a"|2
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Belem"|6
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Parana"|4
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|9
"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Espirito santo"|2
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Recife"|1
"BRAZIL"|"2023-11-12"|"11"|"TRUCKS"|"Parana"|4
"BRAZIL"|"2023-11-18"|"11"|"TRUCKS"|"Interior paulista b"|4
"BRAZIL"|"2023-11-27"|"11"|"BUS"|"Porto alegre"|1
"BRAZIL"|"2023-11-14"|"11"|"BUS"|"Centro oeste"|1
"BRAZIL"|"2023-11-27"|"11"|"BUS"|"Parana"|2
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Porto alegre"|1
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Porto alegre"|438
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|169
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Belo horizonte"|22
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Belem"|307
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|135
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Interior paulista a"|29
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Belem"|213
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|85
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Centro oeste"|531
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Belem"|252
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Parana"|115
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Interior paulista b"|26
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Parana"|57
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Santa catarina"|48
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Rio de janeiro"|22
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Sao paulo"|34
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Belo horizonte"|68
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Centro oeste"|4
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Centro oeste"|49
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Espirito santo"|32
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Rio de janeiro"|9
"BRAZIL"|"2023-12-06"|"12"|"BUS"|"Recife"|1
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Sao paulo"|1303
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Interior paulista a"|386
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Porto alegre"|577
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Centro oeste"|352
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Recife"|663
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Parana"|402
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Porto alegre"|414
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Brasilia"|169
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|63
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Belem"|282
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|55
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Fortaleza"|305
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Belem"|171
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Santa catarina"|26
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Fortaleza"|244
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Parana"|116
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Fortaleza"|249
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|142
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|50
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Recife"|771
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Fortaleza"|265
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Espirito santo"|10
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Belem"|389
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Santa catarina"|367
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Espirito santo"|119
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|119
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Interior paulista a"|261
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Interior mg"|176
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Centro oeste"|346
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Centro oeste"|331
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|267
"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Interior paulista b"|488
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Recife"|253
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|256
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Sao paulo"|13
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Brasilia"|208
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|119
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Interior mg"|292
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|105
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Interior mg"|192
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Porto alegre"|49
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Rio de janeiro"|560
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Centro oeste"|55
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Parana"|127
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Belo horizonte"|1822
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Interior mg"|182
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Porto alegre"|24
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|315
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Rio de janeiro"|346
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Fortaleza"|177
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Espirito santo"|137
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior paulista b"|306
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Belem"|306
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|57
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Centro oeste"|35
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Centro oeste"|382
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Santa catarina"|337
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|114
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Belem"|393
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|64
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|248
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Parana"|130
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Belo horizonte"|445
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Rio de janeiro"|538
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Rio de janeiro"|24
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Recife"|210
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Santa catarina"|22
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior mg"|188
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Recife"|54
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|76
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Rio de janeiro"|367
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Parana"|124
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Recife"|210
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Belem"|400
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|38
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior mg"|238
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|60
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Belo horizonte"|1739
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|235
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Parana"|70
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|127
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Parana"|53
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|55
"BRAZIL"|"2023-11-12"|"11"|"PASSENGER"|"Centro oeste"|15
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Fortaleza"|14
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Belo horizonte"|27
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Belem"|182
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Fortaleza"|21
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|111
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Parana"|446
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Centro oeste"|67
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Recife"|3
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|105
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Belo horizonte"|15
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Santa catarina"|34
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Porto alegre"|48
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Santa catarina"|21
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Espirito santo"|22
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Parana"|35
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Sao paulo"|3
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Belo horizonte"|24
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|120
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|46
"BRAZIL"|"2023-11-15"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|12
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Recife"|39
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Parana"|13
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Brasilia"|5
"BRAZIL"|"2023-11-07"|"11"|"TRUCKS"|"Espirito santo"|7
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Porto alegre"|34
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|71
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Interior mg"|31
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Porto alegre"|14
"BRAZIL"|"2023-11-20"|"11"|"BUS"|"Belo horizonte"|8
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Rio de janeiro"|15
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Fortaleza"|7
"BRAZIL"|"2023-11-28"|"11"|"BUS"|"Sao paulo"|21
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Rio de janeiro"|18
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|42
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|53
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Belo horizonte"|19
"BRAZIL"|"2023-11-03"|"11"|"BUS"|"Recife"|5
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Sao paulo"|7
"BRAZIL"|"2023-11-26"|"11"|"PASSENGER"|"Centro oeste"|5
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Interior mg"|34
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Interior paulista a"|2
"BRAZIL"|"2023-11-27"|"11"|"BUS"|"Interior mg"|17
"BRAZIL"|"2023-11-20"|"11"|"BUS"|"Interior mg"|6
"BRAZIL"|"2023-11-03"|"11"|"BUS"|"Centro oeste"|1
"BRAZIL"|"2023-11-04"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|11
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Rio de janeiro"|11
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Belo horizonte"|15
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Centro oeste"|2
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Interior paulista b"|4
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Porto alegre"|14
"BRAZIL"|"2023-11-11"|"11"|"TRUCKS"|"Santa catarina"|1
"BRAZIL"|"2023-11-13"|"11"|"BUS"|"Belem"|4
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Rio de janeiro"|9
"BRAZIL"|"2023-11-24"|"11"|"BUS"|"Interior paulista b"|6
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Centro oeste"|12
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Rio de janeiro"|2
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Recife"|3
"BRAZIL"|"2023-11-04"|"11"|"LIGHT COMMERCIAL"|"Parana"|3
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Interior paulista a"|13
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Belo horizonte"|19
"BRAZIL"|"2023-11-11"|"11"|"TRUCKS"|"Interior paulista a"|1
"BRAZIL"|"2023-11-15"|"11"|"LIGHT COMMERCIAL"|"Parana"|1
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Interior mg"|4
"BRAZIL"|"2023-11-03"|"11"|"BUS"|"Interior paulista a"|2
"BRAZIL"|"2023-11-13"|"11"|"BUS"|"Porto alegre"|2
"BRAZIL"|"2023-11-25"|"11"|"TRUCKS"|"Interior paulista b"|6
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Centro oeste"|5
"BRAZIL"|"2023-11-27"|"11"|"BUS"|"Belem"|2
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Fortaleza"|1
"BRAZIL"|"2023-11-16"|"11"|"BUS"|"Parana"|5
"BRAZIL"|"2023-11-23"|"11"|"BUS"|"Rio de janeiro"|4
"BRAZIL"|"2023-11-06"|"11"|"BUS"|"Interior paulista b"|3
"BRAZIL"|"2023-11-16"|"11"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-11-15"|"11"|"LIGHT COMMERCIAL"|"Belem"|1
"BRAZIL"|"2023-12-09"|"12"|"BUS"|"Interior paulista a"|1
"BRAZIL"|"2023-12-09"|"12"|"TRUCKS"|"Santa catarina"|10
"BRAZIL"|"2023-12-09"|"12"|"BUS"|"Sao paulo"|1
"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|228
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Rio de janeiro"|369
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Interior mg"|241
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Parana"|384
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Belo horizonte"|3871
"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|84
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Belem"|22
"BRAZIL"|"2023-12-05"|"12"|"BUS"|"Parana"|6
"BRAZIL"|"2023-12-05"|"12"|"BUS"|"Porto alegre"|2
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Brasilia"|2
"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Rio de janeiro"|330
"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Santa catarina"|384
"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Recife"|184
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|180
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Interior mg"|375
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Porto alegre"|25
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Espirito santo"|136
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Recife"|304
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Belem"|37
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Interior mg"|53
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Porto alegre"|145
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Interior mg"|8
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Interior paulista b"|451
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|115
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Parana"|184
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|448
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Parana"|52
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Centro oeste"|8
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Interior paulista a"|24
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|14
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|42
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Belo horizonte"|5
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Santa catarina"|41
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Interior paulista a"|36
"BRAZIL"|"2023-12-10"|"12"|"PASSENGER"|"Interior paulista a"|1
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Parana"|4
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Fortaleza"|4
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Parana"|4
